sample_id	cell_type	pathway_name	pathway_source	tier	score_type	mean	sd	median	n_cells	condition	timepoint_h	dataset	slide_id	n_set_genes	n_panel_genes	panel_coverage_frac
sam0020	NK cells	TypeI_interferon	project	primary	UCell	0.553082120797579	0.0661207957995365	0.545907580791302	51	SBRT_day2	48	Mutter_02	sld0007	19	7	0.3684
sam0021	NK cells	TypeI_interferon	project	primary	UCell	0.520335623678647	0.0504443951255998	0.523746602234974	40	Control	48	Mutter_02	sld0008	19	7	0.3684
sam0022	NK cells	TypeI_interferon	project	primary	UCell	0.544564889104828	0.0765290242909085	0.531259438236182	161	MBRT_day2	48	Mutter_02	sld0008	19	7	0.3684
sam0023	NK cells	TypeI_interferon	project	primary	UCell	0.568347048602259	0.079529532586489	0.563991241316823	308	SBRT_day2	48	Mutter_02	sld0008	19	7	0.3684
sam0012	Neutrophils	DNA_Damage_Repair	project	primary	AMS	0.0648655965734134	0.450801294374804	-0.12087930290574	18	Control	48	Mutter_02	sld0005	18	10	0.5556
sam0013	Neutrophils	DNA_Damage_Repair	project	primary	AMS	0.0625339830348956	0.377429688707	0.0638812666595122	37	MBRT_day2	48	Mutter_02	sld0005	18	10	0.5556
sam0014	Neutrophils	DNA_Damage_Repair	project	primary	AMS	-0.00654044412152511	0.419641671837567	-0.136407194615696	15	SBRT_day2	48	Mutter_02	sld0005	18	10	0.5556
sam0015	Neutrophils	DNA_Damage_Repair	project	primary	AMS	0.00286553666858689	0.338326227524281	0.0269725247143892	33	Control	48	Mutter_02	sld0006	18	10	0.5556
sam0016	Neutrophils	DNA_Damage_Repair	project	primary	AMS	0.259284073299546	0.302664082260837	0.214363998598792	15	MBRT_day2	48	Mutter_02	sld0006	18	10	0.5556
sam0017	Neutrophils	DNA_Damage_Repair	project	primary	AMS	-0.0173288857610829	0.428094249793379	-0.0173288857610829	2	SBRT_day2	48	Mutter_02	sld0006	18	10	0.5556
sam0018	Neutrophils	DNA_Damage_Repair	project	primary	AMS	0.181357741494444	0.516430954785645	0.22594702994861	6	Control	48	Mutter_02	sld0007	18	10	0.5556
sam0019	Neutrophils	DNA_Damage_Repair	project	primary	AMS	0.0239525171910569	0.458286656539845	-0.120411551750031	4	MBRT_day2	48	Mutter_02	sld0007	18	10	0.5556
sam0020	Neutrophils	DNA_Damage_Repair	project	primary	AMS	-0.0375931080133393	0.378477276533041	-0.109942941390245	10	SBRT_day2	48	Mutter_02	sld0007	18	10	0.5556
sam0021	Neutrophils	DNA_Damage_Repair	project	primary	AMS	0.572405884352916	0.80749736459926	0.452290185129961	4	Control	48	Mutter_02	sld0008	18	10	0.5556
sam0022	Neutrophils	DNA_Damage_Repair	project	primary	AMS	0.0844587695252967	0.401853360111357	0.042415714041264	13	MBRT_day2	48	Mutter_02	sld0008	18	10	0.5556
sam0023	Neutrophils	DNA_Damage_Repair	project	primary	AMS	-0.169733359345458	0.321003695229112	-0.279401877843427	13	SBRT_day2	48	Mutter_02	sld0008	18	10	0.5556
sam0012	Neutrophils	DNA_Damage_Repair	project	primary	UCell	0.509705311452267	0.0433648291724231	0.486500794070937	18	Control	48	Mutter_02	sld0005	18	10	0.5556
sam0013	Neutrophils	DNA_Damage_Repair	project	primary	UCell	0.514832672799851	0.0385882444146784	0.516887241926946	37	MBRT_day2	48	Mutter_02	sld0005	18	10	0.5556
sam0014	Neutrophils	DNA_Damage_Repair	project	primary	UCell	0.506730192341627	0.0452440925048646	0.498358920063526	15	SBRT_day2	48	Mutter_02	sld0005	18	10	0.5556
sam0015	Neutrophils	DNA_Damage_Repair	project	primary	UCell	0.50735678649919	0.0347457821768429	0.517310746426681	33	Control	48	Mutter_02	sld0006	18	10	0.5556
sam0016	Neutrophils	DNA_Damage_Repair	project	primary	UCell	0.531381683430386	0.0303096393384505	0.528268925357332	15	MBRT_day2	48	Mutter_02	sld0006	18	10	0.5556
sam0017	Neutrophils	DNA_Damage_Repair	project	primary	UCell	0.506034939121228	0.0425985980407777	0.506034939121228	2	SBRT_day2	48	Mutter_02	sld0006	18	10	0.5556
sam0018	Neutrophils	DNA_Damage_Repair	project	primary	UCell	0.530024704429151	0.0543842011023452	0.530598200105876	6	Control	48	Mutter_02	sld0007	18	10	0.5556
sam0019	Neutrophils	DNA_Damage_Repair	project	primary	UCell	0.512652196929592	0.0416521528789955	0.507834833245103	4	MBRT_day2	48	Mutter_02	sld0007	18	10	0.5556
sam0020	Neutrophils	DNA_Damage_Repair	project	primary	UCell	0.502361037586024	0.0428645506335146	0.490285865537321	10	SBRT_day2	48	Mutter_02	sld0007	18	10	0.5556
sam0021	Neutrophils	DNA_Damage_Repair	project	primary	UCell	0.57071201694018	0.108254289654719	0.540709370037057	4	Control	48	Mutter_02	sld0008	18	10	0.5556
sam0022	Neutrophils	DNA_Damage_Repair	project	primary	UCell	0.516826159547176	0.0479424225299069	0.521598729486501	13	MBRT_day2	48	Mutter_02	sld0008	18	10	0.5556
sam0023	Neutrophils	DNA_Damage_Repair	project	primary	UCell	0.492315836624995	0.034822743374507	0.479089465325569	13	SBRT_day2	48	Mutter_02	sld0008	18	10	0.5556
sam0012	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0644361204433432	0.213703156918233	-0.128599775662518	18	Control	48	Mutter_02	sld0005	200	19	0.095
sam0013	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0523366493073453	0.307216595916183	0.0201135014547685	37	MBRT_day2	48	Mutter_02	sld0005	200	19	0.095
sam0014	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0189799715614932	0.260363959173282	-0.10759585474861	15	SBRT_day2	48	Mutter_02	sld0005	200	19	0.095
sam0015	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0699475931952551	0.255377045976918	0.0525773351121752	33	Control	48	Mutter_02	sld0006	200	19	0.095
sam0016	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.00795223025778558	0.195105373920061	0.0528614255780162	15	MBRT_day2	48	Mutter_02	sld0006	200	19	0.095
sam0017	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.262348345465992	0.125340444717677	0.262348345465992	2	SBRT_day2	48	Mutter_02	sld0006	200	19	0.095
sam0018	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.132941197926019	0.29434659007467	0.148742624497695	6	Control	48	Mutter_02	sld0007	200	19	0.095
sam0019	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0724485353015635	0.219141591098869	0.0562446779039895	4	MBRT_day2	48	Mutter_02	sld0007	200	19	0.095
sam0020	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.217493719266528	0.335249465253045	0.266842277844489	10	SBRT_day2	48	Mutter_02	sld0007	200	19	0.095
sam0021	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.133976546350409	0.189685786464911	-0.193673262732764	4	Control	48	Mutter_02	sld0008	200	19	0.095
sam0022	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.211458493877193	0.449693876062509	0.112326552729702	13	MBRT_day2	48	Mutter_02	sld0008	200	19	0.095
sam0023	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0425825530786188	0.294789476357812	0.0114183757224489	13	SBRT_day2	48	Mutter_02	sld0008	200	19	0.095
sam0012	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.494334017668284	0.0186396036898072	0.488297872340426	18	Control	48	Mutter_02	sld0005	200	19	0.095
sam0013	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.505200357132048	0.0318743196193276	0.498628219484882	37	MBRT_day2	48	Mutter_02	sld0005	200	19	0.095
sam0014	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.501410974244121	0.025564213416165	0.501035834266517	15	SBRT_day2	48	Mutter_02	sld0005	200	19	0.095
sam0015	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.506251484610947	0.0260022353510455	0.505431131019037	33	Control	48	Mutter_02	sld0006	200	19	0.095
sam0016	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.501412840612169	0.0174741292998392	0.507026875699888	15	MBRT_day2	48	Mutter_02	sld0006	200	19	0.095
sam0017	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.523530235162374	0.0119368809925949	0.523530235162374	2	SBRT_day2	48	Mutter_02	sld0006	200	19	0.095
sam0018	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.511641470698022	0.0300491740092188	0.512318029115342	6	Control	48	Mutter_02	sld0007	200	19	0.095
sam0019	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.504941209406495	0.0189664298163141	0.50523516237402	4	MBRT_day2	48	Mutter_02	sld0007	200	19	0.095
sam0020	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.521192609182531	0.036003468385552	0.529871220604703	10	SBRT_day2	48	Mutter_02	sld0007	200	19	0.095
sam0021	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.484931410974244	0.0130505652285889	0.48031914893617	4	Control	48	Mutter_02	sld0008	200	19	0.095
sam0022	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.517092342148333	0.044482770541208	0.502043673012318	13	MBRT_day2	48	Mutter_02	sld0008	200	19	0.095
sam0023	Neutrophils	HALLMARK_ADIPOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.502166422603153	0.0280928309218003	0.502015677491601	13	SBRT_day2	48	Mutter_02	sld0008	200	19	0.095
sam0012	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.106024016701932	0.105348954052591	0.0697529031060646	18	Control	48	Mutter_02	sld0005	201	102	0.5075
sam0013	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.159753479233217	0.0997134419105418	0.170568256967978	37	MBRT_day2	48	Mutter_02	sld0005	201	102	0.5075
sam0014	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.0258798752752329	0.103430770051554	-0.00613899921730957	15	SBRT_day2	48	Mutter_02	sld0005	201	102	0.5075
sam0015	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.0928250611903705	0.11618154245939	0.0962339922502792	33	Control	48	Mutter_02	sld0006	201	102	0.5075
sam0016	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.105489676043466	0.110803266187058	0.0970452639237964	15	MBRT_day2	48	Mutter_02	sld0006	201	102	0.5075
sam0017	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.230658166912691	0.134224707318632	0.230658166912691	2	SBRT_day2	48	Mutter_02	sld0006	201	102	0.5075
sam0018	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.0760245051579705	0.17922121604404	0.0674164507894021	6	Control	48	Mutter_02	sld0007	201	102	0.5075
sam0019	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.14783419516023	0.108155479131771	0.156724573857566	4	MBRT_day2	48	Mutter_02	sld0007	201	102	0.5075
sam0020	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.144899829654664	0.117614236065915	0.115475133778906	10	SBRT_day2	48	Mutter_02	sld0007	201	102	0.5075
sam0021	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.0478614829473701	0.176860752162727	0.122328113321395	4	Control	48	Mutter_02	sld0008	201	102	0.5075
sam0022	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.0824934624739508	0.132627419389185	0.0628639297470098	13	MBRT_day2	48	Mutter_02	sld0008	201	102	0.5075
sam0023	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	AMS	0.112916786748934	0.137223687265542	0.123306329646423	13	SBRT_day2	48	Mutter_02	sld0008	201	102	0.5075
sam0012	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.538391873165515	0.0102997099033266	0.534264624046614	18	Control	48	Mutter_02	sld0005	201	102	0.5075
sam0013	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.544901721912426	0.0109248668336382	0.544185843508244	37	MBRT_day2	48	Mutter_02	sld0005	201	102	0.5075
sam0014	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.530485449605552	0.0109067284950091	0.527960544262224	15	SBRT_day2	48	Mutter_02	sld0005	201	102	0.5075
sam0015	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.537630718127625	0.0125744178277423	0.537726275819176	33	Control	48	Mutter_02	sld0006	201	102	0.5075
sam0016	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.538406058026995	0.0105456664499211	0.537873580149923	15	MBRT_day2	48	Mutter_02	sld0006	201	102	0.5075
sam0017	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.549693388763408	0.0107747620754308	0.549693388763408	2	SBRT_day2	48	Mutter_02	sld0006	201	102	0.5075
sam0018	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.537335282842501	0.0206358818408476	0.5352657479241	6	Control	48	Mutter_02	sld0007	201	102	0.5075
sam0019	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.544796883695047	0.0123528164321572	0.545743450412998	4	MBRT_day2	48	Mutter_02	sld0007	201	102	0.5075
sam0020	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.544405163289579	0.0108554754841628	0.540189531572228	10	SBRT_day2	48	Mutter_02	sld0007	201	102	0.5075
sam0021	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.534077765775203	0.0212143405610596	0.541267035473065	4	Control	48	Mutter_02	sld0008	201	102	0.5075
sam0022	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.537464401453403	0.0144332081747976	0.536138662476677	13	MBRT_day2	48	Mutter_02	sld0008	201	102	0.5075
sam0023	Neutrophils	HALLMARK_ALLOGRAFT_REJECTION	MSigDB_Hallmark	exploratory	UCell	0.539615632220955	0.0139609220653125	0.540170436566391	13	SBRT_day2	48	Mutter_02	sld0008	201	102	0.5075
sam0012	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.0289738608310328	0.259106451088553	-0.00692397263369415	18	Control	48	Mutter_02	sld0005	112	17	0.1518
sam0013	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.0666699926312551	0.316050568512277	0.0299289492100912	37	MBRT_day2	48	Mutter_02	sld0005	112	17	0.1518
sam0014	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.0165461218316721	0.286864157457075	-0.0288222377004873	15	SBRT_day2	48	Mutter_02	sld0005	112	17	0.1518
sam0015	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.0325470046401812	0.315772999015407	-0.0439724086130857	33	Control	48	Mutter_02	sld0006	112	17	0.1518
sam0016	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.0494512183529046	0.235315596698286	-0.0658551137748512	15	MBRT_day2	48	Mutter_02	sld0006	112	17	0.1518
sam0017	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.235693989157572	0.291787925930775	0.235693989157572	2	SBRT_day2	48	Mutter_02	sld0006	112	17	0.1518
sam0018	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.0791882429554111	0.379073407325179	0.299323483427501	6	Control	48	Mutter_02	sld0007	112	17	0.1518
sam0019	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.0767665438265722	0.214940302430999	-0.0479767033910609	4	MBRT_day2	48	Mutter_02	sld0007	112	17	0.1518
sam0020	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.0259043544170989	0.365628492610226	-0.110537470071894	10	SBRT_day2	48	Mutter_02	sld0007	112	17	0.1518
sam0021	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	-0.0236101767758704	0.306678701530936	-0.016277435918452	4	Control	48	Mutter_02	sld0008	112	17	0.1518
sam0022	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.0859123442730744	0.410797600755404	0.0275669804271147	13	MBRT_day2	48	Mutter_02	sld0008	112	17	0.1518
sam0023	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	AMS	0.216748637614135	0.367572795101122	0.281816032207413	13	SBRT_day2	48	Mutter_02	sld0008	112	17	0.1518
sam0012	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.52730893987067	0.0258850541663759	0.517690817028193	18	Control	48	Mutter_02	sld0005	112	17	0.1518
sam0013	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.534154207968048	0.0312263346131656	0.532318559729949	37	MBRT_day2	48	Mutter_02	sld0005	112	17	0.1518
sam0014	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.526559146506637	0.0308752703169829	0.52328561605301	15	SBRT_day2	48	Mutter_02	sld0005	112	17	0.1518
sam0015	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.525641171355993	0.0340139880508343	0.525504782146653	33	Control	48	Mutter_02	sld0006	112	17	0.1518
sam0016	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.515448729970203	0.0250481728654863	0.509845596049259	15	MBRT_day2	48	Mutter_02	sld0006	112	17	0.1518
sam0017	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.556557479527411	0.0266319832259107	0.556557479527411	2	SBRT_day2	48	Mutter_02	sld0006	112	17	0.1518
sam0018	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.538486382863454	0.0437049599111382	0.542945552291055	6	Control	48	Mutter_02	sld0007	112	17	0.1518
sam0019	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.510587922735513	0.0190414193375315	0.511486528724136	4	MBRT_day2	48	Mutter_02	sld0007	112	17	0.1518
sam0020	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.526961305244733	0.0411226598784844	0.520144402075389	10	SBRT_day2	48	Mutter_02	sld0007	112	17	0.1518
sam0021	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.525145339751203	0.0350947736562149	0.526098643495655	4	Control	48	Mutter_02	sld0008	112	17	0.1518
sam0022	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.53906261270142	0.0429334887194828	0.536819403638182	13	MBRT_day2	48	Mutter_02	sld0008	112	17	0.1518
sam0023	Neutrophils	HALLMARK_ANDROGEN_RESPONSE	MSigDB_Hallmark	exploratory	UCell	0.55209871081597	0.0401456085637669	0.565481027692692	13	SBRT_day2	48	Mutter_02	sld0008	112	17	0.1518
sam0012	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0110965439401696	0.213425309418553	-0.102575931247216	18	Control	48	Mutter_02	sld0005	36	19	0.5278
sam0013	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.00966263283993117	0.219920904694007	-0.0254688172681522	37	MBRT_day2	48	Mutter_02	sld0005	36	19	0.5278
sam0014	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.072176585060368	0.205981148178028	-0.14477610638826	15	SBRT_day2	48	Mutter_02	sld0005	36	19	0.5278
sam0015	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.069248505468174	0.185616548241516	-0.107103869159878	33	Control	48	Mutter_02	sld0006	36	19	0.5278
sam0016	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0654218081232951	0.211329526761742	-0.132758526904233	15	MBRT_day2	48	Mutter_02	sld0006	36	19	0.5278
sam0017	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.0905665204711555	0.0695427928532528	0.0905665204711555	2	SBRT_day2	48	Mutter_02	sld0006	36	19	0.5278
sam0018	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.074032077585784	0.115033534020058	0.0568222116257322	6	Control	48	Mutter_02	sld0007	36	19	0.5278
sam0019	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	0.177343182924266	0.29044990783949	0.172368038344324	4	MBRT_day2	48	Mutter_02	sld0007	36	19	0.5278
sam0020	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0776408199128669	0.2187242783438	-0.0246473518666751	10	SBRT_day2	48	Mutter_02	sld0007	36	19	0.5278
sam0021	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.101304068399958	0.15067016963499	-0.0981035781529104	4	Control	48	Mutter_02	sld0008	36	19	0.5278
sam0022	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.117961278625795	0.215798940023533	-0.172803162336327	13	MBRT_day2	48	Mutter_02	sld0008	36	19	0.5278
sam0023	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	AMS	-0.0308630339131515	0.165976812463147	0.00298653663983156	13	SBRT_day2	48	Mutter_02	sld0008	36	19	0.5278
sam0012	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.498743312181162	0.0220490586946187	0.488829787234043	18	Control	48	Mutter_02	sld0005	36	19	0.5278
sam0013	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.497904875760419	0.0237839377661155	0.489893617021277	37	MBRT_day2	48	Mutter_02	sld0005	36	19	0.5278
sam0014	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.493607689436357	0.0224423213434149	0.486450167973124	15	SBRT_day2	48	Mutter_02	sld0005	36	19	0.5278
sam0015	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.492079812684516	0.0205737393728431	0.486170212765957	33	Control	48	Mutter_02	sld0006	36	19	0.5278
sam0016	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.49247107129526	0.0197120914421498	0.485638297872341	15	MBRT_day2	48	Mutter_02	sld0006	36	19	0.5278
sam0017	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.510148376259799	0.00627527574569254	0.510148376259799	2	SBRT_day2	48	Mutter_02	sld0006	36	19	0.5278
sam0018	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.503158827920866	0.0145853859772642	0.509126539753639	6	Control	48	Mutter_02	sld0007	36	19	0.5278
sam0019	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.518204087346025	0.0263378329185738	0.518519036954087	4	MBRT_day2	48	Mutter_02	sld0007	36	19	0.5278
sam0020	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.491150615901456	0.0223366926788594	0.490929451287794	10	SBRT_day2	48	Mutter_02	sld0007	36	19	0.5278
sam0021	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.490383538633819	0.0196727387882466	0.491279395296753	4	Control	48	Mutter_02	sld0008	36	19	0.5278
sam0022	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.487206047032475	0.0265681695321198	0.478191489361702	13	MBRT_day2	48	Mutter_02	sld0008	36	19	0.5278
sam0023	Neutrophils	HALLMARK_ANGIOGENESIS	MSigDB_Hallmark	exploratory	UCell	0.494555947971402	0.0167632735526489	0.493868980963046	13	SBRT_day2	48	Mutter_02	sld0008	36	19	0.5278
sam0012	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	0.0467467986292173	0.137227560958199	0.00861286856246721	18	Control	48	Mutter_02	sld0005	199	38	0.191
sam0013	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-4.11985392308002e-06	0.142515311776104	-0.0373186002649265	37	MBRT_day2	48	Mutter_02	sld0005	199	38	0.191
sam0014	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0110303679991898	0.130057809507568	-0.00149790316018594	15	SBRT_day2	48	Mutter_02	sld0005	199	38	0.191
sam0015	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	0.0180233452370474	0.15305487635694	-0.0395363296931156	33	Control	48	Mutter_02	sld0006	199	38	0.191
sam0016	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	0.0176456530612049	0.190751164631068	-0.0198953278154611	15	MBRT_day2	48	Mutter_02	sld0006	199	38	0.191
sam0017	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0496542191507072	0.0336397234645524	-0.0496542191507072	2	SBRT_day2	48	Mutter_02	sld0006	199	38	0.191
sam0018	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.0749490516862143	0.178323886665009	-0.0959871163442692	6	Control	48	Mutter_02	sld0007	199	38	0.191
sam0019	Neutrophils	HALLMARK_APICAL_JUNCTION	MSigDB_Hallmark	exploratory	AMS	-0.105546728894422	0.115082151842278	-0.116460967415608	4	MBRT_day2	48	Mutter_02	sld0007	199	38	0.191
